"","species","niche.area","AUC"
"1","Antennaria.alpina.occurrence.csv",0.268245547200226,0.715505571175674
"2","Anthoxantum.odoratum.occurrence.csv",0.256525594352416,0.582080924855491
"3","Astragalus.alpinus.occurrence.csv",0.265593567603055,0.685412371134021
"4","Bistorta.vivipara.occurrence.csv",0.31045378202837,0.621735489611137
"5","Calamagrostis.lapponica.occurrence.csv",0.345663209087079,0.576225804652201
"6","Campanula.uniflora.occurrence.csv",0.209963070383087,0.79023199023199
"7","Cardamine.bellidifoila.occurrence.csv",0.16678135040595,0.735406091370558
"8","Carex.bigelowii.occurrence.csv",0.105691503478819,0.750265957446808
"9","Carex.lachenalii.occurrence.csv",0.125560484349331,0.653176470588235
"10","Carex.nigra.occurrence.csv",0.311355199063258,0.643051154368493
"11","Cassiope.hypnoides.occurrence.csv",0.071356721706273,0.727427334570192
"12","Cerastium.alpinum.occurrence.csv",0.224992652180246,0.701388888888889
"13","Cerastium.arcticum.occurrence.csv",0.131068335972701,0.729387679136423
"14","Diapensia.lapponica.occurrence.csv",0.0803023083296451,0.673623995052566
"15","Dryas.octopetala.occurrence.csv",0.105639366441654,0.730920226130653
"16","Equisetum.arvense.occurrence.csv",0.266745492354583,0.689331501831502
"17","Erigeron.uniflorus.occurrence.csv",0.211842909438103,0.652083949157553
"18","Euphrasia.frigida.occurrence.csv",0.287846618493722,0.624764595103578
"19","Festuca.ovina.occurrence.csv",0.260451710594944,0.696664749856239
"20","Festuca.vivipara.occurrence.csv",0.184607615235211,0.603738618967045
"21","Gnaphalium.supinum.occurrence.csv",0.217556837280009,0.712047063723449
"22","Juncus.biglumis.occurrence.csv",0.225129457490495,0.640328077167446
"23","Juncus.trifidus.occurrence.csv",0.150625129778075,0.645454545454546
"24","Luzula.arcuata.occurrence.csv",0.148932984014754,0.734230769230769
"25","Luzula.spicata.occurrence.csv",0.116209376638754,0.715567634088811
"26","Luzula.wahlenbergii.occurrence.csv",0.216363435267886,0.601010101010101
"27","Minuartia.biflora.occurrence.csv",0.136117923131491,0.735287356321839
"28","Pedicularis.hirsuta.occurrence.csv",0.162035037597355,0.766393442622951
"29","Phyllodoce.caerulea.occurrence.csv",0.110884015869156,0.692493077633063
"30","Poa.alpina.occurrence.csv",0.286302473812899,0.62541183972792
"31","Potentilla.crantzii.occurrence.csv",0.272890195009067,0.63213589529379
"32","Ranunculus.glacialis.occurrence.csv",0.103452684610505,0.770584415584416
"33","Ranunculus.nivalis.occurrence.csv",0.134488198255097,0.748595890410959
"34","Salix.hastata.occurrence.csv",0.300515097177535,0.646464646464647
"35","Salix.herbacea.occurrence.csv",0.205117477312069,0.76530303030303
"36","Salix.polaris.occurrence.csv",0.220793036913553,0.723108108108108
"37","Saussurea.alpina.occurrence.csv",0.22910559829295,0.512424242424242
"38","Sibbaldia.procumbens.occurrence.csv",0.127660569662561,0.689006255768639
"39","Silene.acaulis.occurrence.csv",0.0787208374331684,0.728587962962963
"40","Thalictrum.alpinum.occurrence.csv",0.277272712892379,0.63967204443269
"41","Trisetum.spicatum.occurrence.csv",0.0978456817747616,0.695802897115266
"42","Vaccinium.uliginosum.occurrence.csv",0.304073774465736,0.567547250859107
"43","Vaccinium.vitis-idae.occurrence.csv",0.238541183106867,0.610027036558129
"44","Veronica.alpina.occurrence.csv",0.10580701265074,0.666263157894737
"45","Viola.biflora.occurrence.csv",0.34723352147921,0.644908214542098
