"","species","niche.area","AUC"
"1","Calandrinia.affinis.occurrence.csv",0.230325034801647,0.521666666666667
"2","Cerastium.arvense.occurrence.csv",0.246343534968219,0.644210526315789
"3","Chaetanthera.abellata.occurrence.csv",0.250703102550361,0.821382362955397
"4","Hordeum.comosum.occurrence.csv",0.252597969614772,0.815702479338843
"5","Montopsis.andicola.occurrence.csv",0.132235996980187,0.6075
"6","Nassauvia.lagascae.occurrence.csv",0.252597969614772,0.815702479338843
"7","Olsynium.scirpoideum.occurrence.csv",0.310507416641063,0.493333333333333
"8","Phacelia.secunda.occurrence.csv",0.317083161071841,0.731843575418994
"9","Pozoa.coriacea.occurrence.csv",0.291963523763476,0.33
"10","Taraxacum.officinale.occurrence.csv",0.0906004424794066,0.756
"11","Thlaspi.magellanicum.occurrence.csv",0.240566977261364,0.652322404371585
